0x5c,"PERSONAL DATA [1/1]

CODENAME:THE BOSS
SEX:FEMALE
AGE:UNKNOWN
NATIONALITY:U.S.A
BIRTHDATE:UNKNOWN
BIRTHPLACE:UNKNOWN
ADDRESS:UNKNOWN
","PERSONAL DATA [1/1]

CODENAME:THE BOSS
SEX:FEMALE
AGE:UNKNOWN
NATIONALITY:U.S.A
BIRTHDATE:UNKNOWN
BIRTHPLACE:UNKNOWN
ADDRESS:UNKNOWN
"
0xe2,"PERSONAL DATA [1/2]

CODENAME:THE BOSS
SEX:FEMALE
AGE:UNKNOWN
NATIONALITY:U.S.A
BIRTHDATE:UNKNOWN
BIRTHPLACE:UNKNOWN
ADDRESS:UNKNOWN
","PERSONAL DATA [1/2]

CODENAME:THE BOSS
SEX:FEMALE
AGE:UNKNOWN
NATIONALITY:U.S.A
BIRTHDATE:UNKNOWN
BIRTHPLACE:UNKNOWN
ADDRESS:UNKNOWN
"
0x168,"PERSONAL DATA [2/2]

HEIGHT:5% 10~
WEIGHT:UNKNOWN
HAIR:BROWNISH GREY
EYE:BLUE
VOICE:LORI ALAN
MTN ACTR:ERIKO HIRATA
BLOOD TYPE:UNKNOWN
","PERSONAL DATA [2/2]

HEIGHT:5% 10~
WEIGHT:UNKNOWN
HAIR:BROWNISH GREY
EYE:BLUE
VOICE:LORI ALAN
MTN ACTR:ERIKO HIRATA
BLOOD TYPE:UNKNOWN
"
0x1f0,"Ai miei tempi, ne ho fatte di missioni
d'infiltrazione in territorio nemico.
","Ai miei tempi, ne ho fatte di missioni
d'infiltrazione in territorio nemico.
"
0x23e,"Intende dalla Seconda guerra mondiale?
","Intende dalla Seconda guerra mondiale?
"
0x266,"Già. Soprattutto missioni con sequestri.
","Già. Soprattutto missioni con sequestri.
"
0x291,"Missioni con sequestri...cioè quando rapisci un
ufficiale nemico senza ucciderlo, giusto?
","Missioni con sequestri...cioè quando rapisci un
ufficiale nemico senza ucciderlo, giusto?
"
0x2ed,"Esatto. Da quelle ho preso lo spunto per il
CQC.
","Esatto. Da quelle ho preso lo spunto per il
CQC.
"
0x31f,"Nelle missioni con sequestri, eliminare le
scorte del bersaglio sparandogli contro non è
un'alternativa.
","Nelle missioni con sequestri, eliminare le
scorte del bersaglio sparandogli contro non è
un'alternativa.
"
0x38a,"Se il nemico sente lo sparo, capirà che c'è un
intruso e rafforzerà la sorveglianza.
","Se il nemico sente lo sparo, capirà che c'è un
intruso e rafforzerà la sorveglianza.
"
0x3e3,"Il bersaglio percepirà il pericolo e cercherà di
sfuggire.
","Il bersaglio percepirà il pericolo e cercherà di
sfuggire.
"
0x421,"Bisognava eliminare le guardie e bloccare il
bersaglio senza fare un rumore...
","Bisognava eliminare le guardie e bloccare il
bersaglio senza fare un rumore...
"
0x471,"Era questa l'idea.
","Era questa l'idea.
"
0x485,"Lo stile di CQC che io e te abbiamo sviluppato
si basa sulle tecniche che ho affinato durante
quelle missioni. Quindi...
","Lo stile di CQC che io e te abbiamo sviluppato
si basa sulle tecniche che ho affinato durante
quelle missioni. Quindi...
"
0x4ff,"È la prima volta che lo sento.
","È la prima volta che lo sento.
"
0x520,"Come?
","Come?
"
0x527,"Non mi ha mai detto niente di questo prima
d'ora.
","Non mi ha mai detto niente di questo prima
d'ora.
"
0x55a,"Davvero?
","Davvero?
"
0x564,"No. Perché?
","No. Perché?
"
0x572,"?
","?
"
0x575,"Perché non me l'ha detto prima? Perché
proprio ora?
","Perché non me l'ha detto prima? Perché
proprio ora?
"
0x5ac,"Ho i miei buoni motivi...
","Ho i miei buoni motivi...
"
