0xe24,"PERSONAL DATA [1/4]

CODENAME:EVA
SEX:FEMALE
AGE:28
NATIONALITY:U.S.A
BIRTHDATE:5/15/1936
BIRTHPLACE:MERIDIEN,ID.
ADDRESS:UNKNOWN
","PERSONAL DATA [1/4]

CODENAME:EVA
SEX:FEMALE
AGE:28
NATIONALITY:U.S.A
BIRTHDATE:5/15/1936
BIRTHPLACE:MERIDIEN,ID.
ADDRESS:UNKNOWN
"
0xea7,"PERSONAL DATA [2/4]

HEIGHT:5% 10 1/4~
WEIGHT:149q
HAIR:BLOND
EYE:BLUE
SKIN:WHITE
VOICE:SUZETTA MInET
MTN ACTR:YUMIKO DAIKOKU
","PERSONAL DATA [2/4]

HEIGHT:5% 10 1/4~
WEIGHT:149q
HAIR:BLOND
EYE:BLUE
SKIN:WHITE
VOICE:SUZETTA MInET
MTN ACTR:YUMIKO DAIKOKU
"
0xf26,"PERSONAL DATA [3/4]

EYESIGHT:20/16
BLOOD TYPE:A
PAST ILLNESSES:NONE
FAMILY:PARENTS
HOBBY:MOTORBIKE
FVRT FOOD:INSTANT NOODLES
UNFVRT FOOD:POTATOS
","PERSONAL DATA [3/4]

EYESIGHT:20/16
BLOOD TYPE:A
PAST ILLNESSES:NONE
FAMILY:PARENTS
HOBBY:MOTORBIKE
FVRT FOOD:INSTANT NOODLES
UNFVRT FOOD:POTATOS
"
0xfb9,"PERSONAL DATA [4/4]

FVRT MOVIE:SEE NOTHING
FVRT ANIMAL:DOG
FVRT LIQUOR:WINE
MEASUREMENTS:36-23-33
FVRT FLOWER:ROSE
FVRT JEWELRY:EMERALD
RING SIZE:5 1/2
","PERSONAL DATA [4/4]

FVRT MOVIE:SEE NOTHING
FVRT ANIMAL:DOG
FVRT LIQUOR:WINE
MEASUREMENTS:36-23-33
FVRT FLOWER:ROSE
FVRT JEWELRY:EMERALD
RING SIZE:5 1/2
"
0x1053,"PERSONAL DATA [1/3]

CODENAME:EVA
SEX:FEMALE
AGE:28
NATIONALITY:U.S.A
BIRTHDATE:5/15/1936
BIRTHPLACE:MERIDIEN,ID.
ADDRESS:UNKNOWN
","PERSONAL DATA [1/3]

CODENAME:EVA
SEX:FEMALE
AGE:28
NATIONALITY:U.S.A
BIRTHDATE:5/15/1936
BIRTHPLACE:MERIDIEN,ID.
ADDRESS:UNKNOWN
"
0x10d6,"PERSONAL DATA [2/3]

HEIGHT:5% 10 1/4~
WEIGHT:149q
HAIR:BLOND
EYE:BLUE
SKIN:WHITE
VOICE:SUZETTA MInET
MTN ACTR:YUMIKO DAIKOKU
","PERSONAL DATA [2/3]

HEIGHT:5% 10 1/4~
WEIGHT:149q
HAIR:BLOND
EYE:BLUE
SKIN:WHITE
VOICE:SUZETTA MInET
MTN ACTR:YUMIKO DAIKOKU
"
0x1155,"PERSONAL DATA [3/3]

EYESIGHT:20/16
BLOOD TYPE:A
PAST ILLNESSES:NONE
FAMILY:PARENTS
HOBBY:MOTORBIKE
FVRT FOOD:INSTANT NOODLES
UNFVRT FOOD:POTATOS
","PERSONAL DATA [3/3]

EYESIGHT:20/16
BLOOD TYPE:A
PAST ILLNESSES:NONE
FAMILY:PARENTS
HOBBY:MOTORBIKE
FVRT FOOD:INSTANT NOODLES
UNFVRT FOOD:POTATOS
"
0x11e8,"PERSONAL DATA [1/2]

CODENAME:EVA
SEX:FEMALE
AGE:28
NATIONALITY:U.S.A
BIRTHDATE:5/15/1936
BIRTHPLACE:MERIDIEN,ID.
ADDRESS:UNKNOWN
","PERSONAL DATA [1/2]

CODENAME:EVA
SEX:FEMALE
AGE:28
NATIONALITY:U.S.A
BIRTHDATE:5/15/1936
BIRTHPLACE:MERIDIEN,ID.
ADDRESS:UNKNOWN
"
0x126b,"PERSONAL DATA [2/2]

HEIGHT:5% 10 1/4~
WEIGHT:149q
HAIR:BLOND
EYE:BLUE
SKIN:WHITE
VOICE:SUZETTA MInET
MTN ACTR:YUMIKO DAIKOKU
","PERSONAL DATA [2/2]

HEIGHT:5% 10 1/4~
WEIGHT:149q
HAIR:BLOND
EYE:BLUE
SKIN:WHITE
VOICE:SUZETTA MInET
MTN ACTR:YUMIKO DAIKOKU
"
0x12ea,"PERSONAL DATA [1/1]

CODENAME:EVA
SEX:FEMALE
AGE:28
NATIONALITY:U.S.A
BIRTHDATE:5/15/1936
BIRTHPLACE:MERIDIEN,ID.
ADDRESS:UNKNOWN
","PERSONAL DATA [1/1]

CODENAME:EVA
SEX:FEMALE
AGE:28
NATIONALITY:U.S.A
BIRTHDATE:5/15/1936
BIRTHPLACE:MERIDIEN,ID.
ADDRESS:UNKNOWN
"
0x136d,"Quella zona è nota come Chyornyj Prud. In
russo, il nome significa più o meno ""la sponda
nera"".
","Quella zona è nota come Chyornyj Prud. In
russo, il nome significa più o meno ""la sponda
nera"".
"
0x13d0,"Prende il nome dalla palude profonda che
ricopre la zona.
","Prende il nome dalla palude profonda che
ricopre la zona.
"
0x140b,"I coccodrilli in quella palude sono
estremamente pericolosi.
","I coccodrilli in quella palude sono
estremamente pericolosi.
"
0x1449,"Sembra che abbiano già fatto fuori alcuni
soldati di pattuglia. Adesso nessuno osa
nemmeno avvicinarsi alla palude.
","Sembra che abbiano già fatto fuori alcuni
soldati di pattuglia. Adesso nessuno osa
nemmeno avvicinarsi alla palude.
"
0x14bf,"Dicevano che la maggior parte dei soldati
uccisi erano stati attaccati alle spalle mentre
erano in acqua. Fai attenzione da quelle parti.
","Dicevano che la maggior parte dei soldati
uccisi erano stati attaccati alle spalle mentre
erano in acqua. Fai attenzione da quelle parti.
"
0x154a,"La fenditura che conduce alla grotta è ancora
più a nord. Mantieni quella direzione.
","La fenditura che conduce alla grotta è ancora
più a nord. Mantieni quella direzione.
"
0x15a2,"Dimmi una cosa, Snake. Perché hai lasciato
andare Ocelot?
","Dimmi una cosa, Snake. Perché hai lasciato
andare Ocelot?
"
0x15de,"Pensavo di avertelo già detto.
","Pensavo di avertelo già detto.
"
0x15ff,"Perché è ancora un ragazzo?
","Perché è ancora un ragazzo?
"
0x161e,"Già.
","Già.
"
0x1625,"La trovo una scusa poco convincente.
","La trovo una scusa poco convincente.
"
0x164b,"Davvero?
","Davvero?
"
0x1655,"Sì, proprio così.
","Sì, proprio così.
"
0x166a,"...Forse hai ragione.
","...Forse hai ragione.
"
0x1681,"EVA, che tipo di unità sono quegli Ocelot che
ho affrontato da poco?
","EVA, che tipo di unità sono quegli Ocelot che
ho affrontato da poco?
"
0x16c8,"L'unità Ocelot è un gruppo di élite formato da
soldati selezionati tra i ranghi della Spetsnaz,
l'unità di forze speciali del GRU.
","L'unità Ocelot è un gruppo di élite formato da
soldati selezionati tra i ranghi della Spetsnaz,
l'unità di forze speciali del GRU.
"
0x1750,"Si sono sottoposti a un addestramento ancora
più rigoroso di quello dei normali Spetsnaz. La
loro bravura nell'uso delle armi è ormai
leggendaria.
","Si sono sottoposti a un addestramento ancora
più rigoroso di quello dei normali Spetsnaz. La
loro bravura nell'uso delle armi è ormai
leggendaria.
"
0x17e6,"Scoprirai che sono tiratori di gran lunga migliori
del resto del GRU. Fai attenzione.
","Scoprirai che sono tiratori di gran lunga migliori
del resto del GRU. Fai attenzione.
"
0x183d,"EVA, dove sei adesso?
","EVA, dove sei adesso?
"
0x1854,"Te l'ho detto, se non sbaglio. Sono proprio
accanto al colonnello.
","Te l'ho detto, se non sbaglio. Sono proprio
accanto al colonnello.
"
0x1898,"Come risposta non è granché, a dire il vero.
","Come risposta non è granché, a dire il vero.
"
0x18c8,"Forse hai ragione.
","Forse hai ragione.
"
0x18dc,"EVA...
","EVA...
"
0x18e4,"Snake, ho l'ordine di collaborare con te, ma
non significa che devo dirti tutto quello che so.
","Snake, ho l'ordine di collaborare con te, ma
non significa che devo dirti tutto quello che so.
"
0x1944,"Suppongo che lo stesso valga anche per te.
","Suppongo che lo stesso valga anche per te.
"
0x1970,"...
","...
"
0x1975,"Bene, ce l'hai fatta ad arrivare a Bolshaya
Past.
","Bene, ce l'hai fatta ad arrivare a Bolshaya
Past.
"
0x19a8,"Il nome Bolshaya Past significa pressappoco la
""grande cavità"".
","Il nome Bolshaya Past significa pressappoco la
""grande cavità"".
"
0x19ea,"Probabilmente il nome deriva dalla fenditura a
nord.
","Probabilmente il nome deriva dalla fenditura a
nord.
"
0x1a20,"C'è una zona fortificata nella parte meridionale
di Bolshaya Past che è circondata dal filo
spinato.
","C'è una zona fortificata nella parte meridionale
di Bolshaya Past che è circondata dal filo
spinato.
"
0x1a88,"A nord di quella si trova una stazione di posta
che funge sia da deposito per le spedizioni di
materiali, sia da base per le comunicazioni.
","A nord di quella si trova una stazione di posta
che funge sia da deposito per le spedizioni di
materiali, sia da base per le comunicazioni.
"
