0xe40,"PERSONAL DATA [1/4]

CODENAME:EVA
SEX:FEMALE
AGE:28
NATIONALITY:U.S.A
BIRTHDATE:5/15/1936
BIRTHPLACE:MERIDIEN,ID.
ADDRESS:UNKNOWN
","PERSONAL DATA [1/4]

CODENAME:EVA
SEX:FEMALE
AGE:28
NATIONALITY:U.S.A
BIRTHDATE:5/15/1936
BIRTHPLACE:MERIDIEN,ID.
ADDRESS:UNKNOWN
"
0xec3,"PERSONAL DATA [2/4]

HEIGHT:5% 10 1/4~
WEIGHT:149q
HAIR:BLOND
EYE:BLUE
SKIN:WHITE
VOICE:SUZETTA MInET
MTN ACTR:YUMIKO DAIKOKU
","PERSONAL DATA [2/4]

HEIGHT:5% 10 1/4~
WEIGHT:149q
HAIR:BLOND
EYE:BLUE
SKIN:WHITE
VOICE:SUZETTA MInET
MTN ACTR:YUMIKO DAIKOKU
"
0xf42,"PERSONAL DATA [3/4]

EYESIGHT:20/16
BLOOD TYPE:A
PAST ILLNESSES:NONE
FAMILY:PARENTS
HOBBY:MOTORBIKE
FVRT FOOD:INSTANT NOODLES
UNFVRT FOOD:POTATOS
","PERSONAL DATA [3/4]

EYESIGHT:20/16
BLOOD TYPE:A
PAST ILLNESSES:NONE
FAMILY:PARENTS
HOBBY:MOTORBIKE
FVRT FOOD:INSTANT NOODLES
UNFVRT FOOD:POTATOS
"
0xfd5,"PERSONAL DATA [4/4]

FVRT MOVIE:SEE NOTHING
FVRT ANIMAL:DOG
FVRT LIQUOR:WINE
MEASUREMENTS:36-23-33
FVRT FLOWER:ROSE
FVRT JEWELRY:EMERALD
RING SIZE:5 1/2
","PERSONAL DATA [4/4]

FVRT MOVIE:SEE NOTHING
FVRT ANIMAL:DOG
FVRT LIQUOR:WINE
MEASUREMENTS:36-23-33
FVRT FLOWER:ROSE
FVRT JEWELRY:EMERALD
RING SIZE:5 1/2
"
0x106f,"PERSONAL DATA [1/3]

CODENAME:EVA
SEX:FEMALE
AGE:28
NATIONALITY:U.S.A
BIRTHDATE:5/15/1936
BIRTHPLACE:MERIDIEN,ID.
ADDRESS:UNKNOWN
","PERSONAL DATA [1/3]

CODENAME:EVA
SEX:FEMALE
AGE:28
NATIONALITY:U.S.A
BIRTHDATE:5/15/1936
BIRTHPLACE:MERIDIEN,ID.
ADDRESS:UNKNOWN
"
0x10f2,"PERSONAL DATA [2/3]

HEIGHT:5% 10 1/4~
WEIGHT:149q
HAIR:BLOND
EYE:BLUE
SKIN:WHITE
VOICE:SUZETTA MInET
MTN ACTR:YUMIKO DAIKOKU
","PERSONAL DATA [2/3]

HEIGHT:5% 10 1/4~
WEIGHT:149q
HAIR:BLOND
EYE:BLUE
SKIN:WHITE
VOICE:SUZETTA MInET
MTN ACTR:YUMIKO DAIKOKU
"
0x1171,"PERSONAL DATA [3/3]

EYESIGHT:20/16
BLOOD TYPE:A
PAST ILLNESSES:NONE
FAMILY:PARENTS
HOBBY:MOTORBIKE
FVRT FOOD:INSTANT NOODLES
UNFVRT FOOD:POTATOS
","PERSONAL DATA [3/3]

EYESIGHT:20/16
BLOOD TYPE:A
PAST ILLNESSES:NONE
FAMILY:PARENTS
HOBBY:MOTORBIKE
FVRT FOOD:INSTANT NOODLES
UNFVRT FOOD:POTATOS
"
0x1204,"PERSONAL DATA [1/2]

CODENAME:EVA
SEX:FEMALE
AGE:28
NATIONALITY:U.S.A
BIRTHDATE:5/15/1936
BIRTHPLACE:MERIDIEN,ID.
ADDRESS:UNKNOWN
","PERSONAL DATA [1/2]

CODENAME:EVA
SEX:FEMALE
AGE:28
NATIONALITY:U.S.A
BIRTHDATE:5/15/1936
BIRTHPLACE:MERIDIEN,ID.
ADDRESS:UNKNOWN
"
0x1287,"PERSONAL DATA [2/2]

HEIGHT:5% 10 1/4~
WEIGHT:149q
HAIR:BLOND
EYE:BLUE
SKIN:WHITE
VOICE:SUZETTA MInET
MTN ACTR:YUMIKO DAIKOKU
","PERSONAL DATA [2/2]

HEIGHT:5% 10 1/4~
WEIGHT:149q
HAIR:BLOND
EYE:BLUE
SKIN:WHITE
VOICE:SUZETTA MInET
MTN ACTR:YUMIKO DAIKOKU
"
0x1306,"PERSONAL DATA [1/1]

CODENAME:EVA
SEX:FEMALE
AGE:28
NATIONALITY:U.S.A
BIRTHDATE:5/15/1936
BIRTHPLACE:MERIDIEN,ID.
ADDRESS:UNKNOWN
","PERSONAL DATA [1/1]

CODENAME:EVA
SEX:FEMALE
AGE:28
NATIONALITY:U.S.A
BIRTHDATE:5/15/1936
BIRTHPLACE:MERIDIEN,ID.
ADDRESS:UNKNOWN
"
0x1389,"Quella zona è nota come Chyornyj Prud. In
russo, il nome significa più o meno ""la sponda
nera"".
","Quella zona è nota come Chyornyj Prud. In
russo, il nome significa più o meno ""la sponda
nera"".
"
0x13ec,"Prende il nome dalla palude profonda che
ricopre la zona.
","Prende il nome dalla palude profonda che
ricopre la zona.
"
0x1427,"I coccodrilli in quella palude sono
estremamente pericolosi.
","I coccodrilli in quella palude sono
estremamente pericolosi.
"
0x1465,"Sembra che abbiano già fatto fuori alcuni
soldati di pattuglia. Adesso nessuno osa
nemmeno avvicinarsi alla palude.
","Sembra che abbiano già fatto fuori alcuni
soldati di pattuglia. Adesso nessuno osa
nemmeno avvicinarsi alla palude.
"
0x14db,"Dicevano che la maggior parte dei soldati
uccisi erano stati attaccati alle spalle mentre
erano in acqua. Fai attenzione da quelle parti.
","Dicevano che la maggior parte dei soldati
uccisi erano stati attaccati alle spalle mentre
erano in acqua. Fai attenzione da quelle parti.
"
0x1566,"La fenditura che conduce alla grotta è ancora
più a nord. Mantieni quella direzione.
","La fenditura che conduce alla grotta è ancora
più a nord. Mantieni quella direzione.
"
0x15be,"Dimmi una cosa, Snake. Perché hai lasciato
andare Ocelot?
","Dimmi una cosa, Snake. Perché hai lasciato
andare Ocelot?
"
0x15fa,"Pensavo di avertelo già detto.
","Pensavo di avertelo già detto.
"
0x161b,"Perché è ancora un ragazzo?
","Perché è ancora un ragazzo?
"
0x163a,"Già.
","Già.
"
0x1641,"La trovo una scusa poco convincente.
","La trovo una scusa poco convincente.
"
0x1667,"Davvero?
","Davvero?
"
0x1671,"Sì, proprio così.
","Sì, proprio così.
"
0x1686,"...Forse hai ragione.
","...Forse hai ragione.
"
0x169d,"EVA, che tipo di unità sono quegli Ocelot che
ho affrontato da poco?
","EVA, che tipo di unità sono quegli Ocelot che
ho affrontato da poco?
"
0x16e4,"L'unità Ocelot è un gruppo di élite formato da
soldati selezionati tra i ranghi della Spetsnaz,
l'unità di forze speciali del GRU.
","L'unità Ocelot è un gruppo di élite formato da
soldati selezionati tra i ranghi della Spetsnaz,
l'unità di forze speciali del GRU.
"
0x176c,"Si sono sottoposti a un addestramento ancora
più rigoroso di quello dei normali Spetsnaz. La
loro bravura nell'uso delle armi è ormai
leggendaria.
","Si sono sottoposti a un addestramento ancora
più rigoroso di quello dei normali Spetsnaz. La
loro bravura nell'uso delle armi è ormai
leggendaria.
"
0x1802,"Scoprirai che sono tiratori di gran lunga migliori
del resto del GRU. Fai attenzione.
","Scoprirai che sono tiratori di gran lunga migliori
del resto del GRU. Fai attenzione.
"
0x1859,"EVA, dove sei adesso?
","EVA, dove sei adesso?
"
0x1870,"Te l'ho detto, se non sbaglio. Sono proprio
accanto al colonnello.
","Te l'ho detto, se non sbaglio. Sono proprio
accanto al colonnello.
"
0x18b4,"Come risposta non è granché, a dire il vero.
","Come risposta non è granché, a dire il vero.
"
0x18e4,"Forse hai ragione.
","Forse hai ragione.
"
0x18f8,"EVA...
","EVA...
"
0x1900,"Snake, ho l'ordine di collaborare con te, ma
non significa che devo dirti tutto quello che so.
","Snake, ho l'ordine di collaborare con te, ma
non significa che devo dirti tutto quello che so.
"
0x1960,"Suppongo che lo stesso valga anche per te.
","Suppongo che lo stesso valga anche per te.
"
0x198c,"...
","...
"
0x1991,"Bene, ce l'hai fatta ad arrivare a Bolshaya
Past.
","Bene, ce l'hai fatta ad arrivare a Bolshaya
Past.
"
0x19c4,"Il nome Bolshaya Past significa pressappoco la
""grande cavità"".
","Il nome Bolshaya Past significa pressappoco la
""grande cavità"".
"
0x1a06,"Probabilmente il nome deriva dalla fenditura a
nord.
","Probabilmente il nome deriva dalla fenditura a
nord.
"
