0xe3c,"PERSONAL DATA [1/4]

CODENAME:EVA
SEX:FEMALE
AGE:28
NATIONALITY:U.S.A
BIRTHDATE:5/15/1936
BIRTHPLACE:MERIDIEN,ID.
ADDRESS:UNKNOWN
","PERSONAL DATA [1/4]

CODENAME:EVA
SEX:FEMALE
AGE:28
NATIONALITY:U.S.A
BIRTHDATE:5/15/1936
BIRTHPLACE:MERIDIEN,ID.
ADDRESS:UNKNOWN
"
0xebf,"PERSONAL DATA [2/4]

HEIGHT:5% 10 1/4~
WEIGHT:149q
HAIR:BLOND
EYE:BLUE
SKIN:WHITE
VOICE:SUZETTA MInET
MTN ACTR:YUMIKO DAIKOKU
","PERSONAL DATA [2/4]

HEIGHT:5% 10 1/4~
WEIGHT:149q
HAIR:BLOND
EYE:BLUE
SKIN:WHITE
VOICE:SUZETTA MInET
MTN ACTR:YUMIKO DAIKOKU
"
0xf3e,"PERSONAL DATA [3/4]

EYESIGHT:20/16
BLOOD TYPE:A
PAST ILLNESSES:NONE
FAMILY:PARENTS
HOBBY:MOTORBIKE
FVRT FOOD:INSTANT NOODLES
UNFVRT FOOD:POTATOS
","PERSONAL DATA [3/4]

EYESIGHT:20/16
BLOOD TYPE:A
PAST ILLNESSES:NONE
FAMILY:PARENTS
HOBBY:MOTORBIKE
FVRT FOOD:INSTANT NOODLES
UNFVRT FOOD:POTATOS
"
0xfd1,"PERSONAL DATA [4/4]

FVRT MOVIE:SEE NOTHING
FVRT ANIMAL:DOG
FVRT LIQUOR:WINE
MEASUREMENTS:36-23-33
FVRT FLOWER:ROSE
FVRT JEWELRY:EMERALD
RING SIZE:5 1/2
","PERSONAL DATA [4/4]

FVRT MOVIE:SEE NOTHING
FVRT ANIMAL:DOG
FVRT LIQUOR:WINE
MEASUREMENTS:36-23-33
FVRT FLOWER:ROSE
FVRT JEWELRY:EMERALD
RING SIZE:5 1/2
"
0x106b,"PERSONAL DATA [1/3]

CODENAME:EVA
SEX:FEMALE
AGE:28
NATIONALITY:U.S.A
BIRTHDATE:5/15/1936
BIRTHPLACE:MERIDIEN,ID.
ADDRESS:UNKNOWN
","PERSONAL DATA [1/3]

CODENAME:EVA
SEX:FEMALE
AGE:28
NATIONALITY:U.S.A
BIRTHDATE:5/15/1936
BIRTHPLACE:MERIDIEN,ID.
ADDRESS:UNKNOWN
"
0x10ee,"PERSONAL DATA [2/3]

HEIGHT:5% 10 1/4~
WEIGHT:149q
HAIR:BLOND
EYE:BLUE
SKIN:WHITE
VOICE:SUZETTA MInET
MTN ACTR:YUMIKO DAIKOKU
","PERSONAL DATA [2/3]

HEIGHT:5% 10 1/4~
WEIGHT:149q
HAIR:BLOND
EYE:BLUE
SKIN:WHITE
VOICE:SUZETTA MInET
MTN ACTR:YUMIKO DAIKOKU
"
0x116d,"PERSONAL DATA [3/3]

EYESIGHT:20/16
BLOOD TYPE:A
PAST ILLNESSES:NONE
FAMILY:PARENTS
HOBBY:MOTORBIKE
FVRT FOOD:INSTANT NOODLES
UNFVRT FOOD:POTATOS
","PERSONAL DATA [3/3]

EYESIGHT:20/16
BLOOD TYPE:A
PAST ILLNESSES:NONE
FAMILY:PARENTS
HOBBY:MOTORBIKE
FVRT FOOD:INSTANT NOODLES
UNFVRT FOOD:POTATOS
"
0x1200,"PERSONAL DATA [1/2]

CODENAME:EVA
SEX:FEMALE
AGE:28
NATIONALITY:U.S.A
BIRTHDATE:5/15/1936
BIRTHPLACE:MERIDIEN,ID.
ADDRESS:UNKNOWN
","PERSONAL DATA [1/2]

CODENAME:EVA
SEX:FEMALE
AGE:28
NATIONALITY:U.S.A
BIRTHDATE:5/15/1936
BIRTHPLACE:MERIDIEN,ID.
ADDRESS:UNKNOWN
"
0x1283,"PERSONAL DATA [2/2]

HEIGHT:5% 10 1/4~
WEIGHT:149q
HAIR:BLOND
EYE:BLUE
SKIN:WHITE
VOICE:SUZETTA MInET
MTN ACTR:YUMIKO DAIKOKU
","PERSONAL DATA [2/2]

HEIGHT:5% 10 1/4~
WEIGHT:149q
HAIR:BLOND
EYE:BLUE
SKIN:WHITE
VOICE:SUZETTA MInET
MTN ACTR:YUMIKO DAIKOKU
"
0x1302,"PERSONAL DATA [1/1]

CODENAME:EVA
SEX:FEMALE
AGE:28
NATIONALITY:U.S.A
BIRTHDATE:5/15/1936
BIRTHPLACE:MERIDIEN,ID.
ADDRESS:UNKNOWN
","PERSONAL DATA [1/1]

CODENAME:EVA
SEX:FEMALE
AGE:28
NATIONALITY:U.S.A
BIRTHDATE:5/15/1936
BIRTHPLACE:MERIDIEN,ID.
ADDRESS:UNKNOWN
"
0x1385,"Das Gebiet nennt man Chyornyj Prud, das ist
Russisch für „das schwarze Ufer"".
","Das Gebiet nennt man Chyornyj Prud, das ist
Russisch für „das schwarze Ufer"".
"
0x13d7,"Der Name rührt von dem tiefen Sumpf her, der
das ganze Gebiet bedeckt.
","Der Name rührt von dem tiefen Sumpf her, der
das ganze Gebiet bedeckt.
"
0x1420,"Die Krokodile im Sumpf sind äußerst
gefährlich.
","Die Krokodile im Sumpf sind äußerst
gefährlich.
"
0x1454,"Es heißt, sie hätten bereits einen Trupp
patrouillierender Soldaten verputzt. Jetzt wagt
sich niemand mehr in die Nähe des Sumpfes.
","Es heißt, sie hätten bereits einen Trupp
patrouillierender Soldaten verputzt. Jetzt wagt
sich niemand mehr in die Nähe des Sumpfes.
"
0x14dc,"Anscheinend wurden die meisten der getöteten
Soldaten im Wasser von hinten angegriffen.
Pass da draußen auf dich auf.
","Anscheinend wurden die meisten der getöteten
Soldaten im Wasser von hinten angegriffen.
Pass da draußen auf dich auf.
"
0x1555,"Der Spalt, der zur Höhle führt, ist weiter
nördlich. Halte dich in nördlicher Richtung.
","Der Spalt, der zur Höhle führt, ist weiter
nördlich. Halte dich in nördlicher Richtung.
"
0x15b2,"Sag mal, Snake, warum hast du Ocelot
entwischen lassen?
","Sag mal, Snake, warum hast du Ocelot
entwischen lassen?
"
0x15eb,"Ich dachte, das hätte ich dir bereits gesagt.
","Ich dachte, das hätte ich dir bereits gesagt.
"
0x161b,"Weil er noch jung ist?
","Weil er noch jung ist?
"
0x1633,"Ja.
","Ja.
"
0x1638,"Eine lahme Erklärung, wenn du mich fragst.
","Eine lahme Erklärung, wenn du mich fragst.
"
0x1665,"Findest du?
","Findest du?
"
0x1672,"Ja.
","Ja.
"
0x1677,"... Vielleicht hast du Recht.
","... Vielleicht hast du Recht.
"
0x1696,"EVA, was für eine Einheit waren die Ocelots,
gegen die ich vor einer Weile kämpfte?
","EVA, was für eine Einheit waren die Ocelots,
gegen die ich vor einer Weile kämpfte?
"
